37198371521302528,0,1,1,1,1
94664244016058368,0,1,1,1,1
284531303196549120,0,1,1,1,1
462271056192212992,0,1,1,1,1
462380855735095296,0,1,1,1,1
462833817355821056,0,1,1,1,1
463145268230103040,0,1,1,1,1
463515117930708992,0,1,1,1,1
464846893009604608,0,1,1,1,1
465284059133124608,0,1,1,1,1
465361301234253824,0,1,1,1,1
465477336700583936,0,1,1,1,1
467087821233483776,0,1,1,1,1
467863319198826496,0,1,1,1,1
468505205525344256,0,1,1,1,1
469282186567647232,0,1,1,1,1
470827586164391936,0,1,1,1,1
470929324804423680,0,1,1,1,1
472098448896823296,0,1,1,1,1
472101675420114944,0,1,1,1,1
472595718763327488,0,1,1,1,1
472833757251375104,1,0,0,0,0
646997101264662528,0,1,1,1,1
671004094878871552,0,1,1,1,1
681545720017608704,0,1,1,1,1
713020402352529408,0,1,1,1,1
901410432170303488,0,1,1,1,1
942078876460580864,0,1,1,1,1
942143510098083840,1,0,0,0,0
942771278850686976,0,1,1,1,1
943755730879856640,0,1,1,1,1
973216021216710656,0,1,1,1,1
982467669910843392,0,1,1,1,1
982798891241230336,0,1,1,1,1
985422408092860416,1,0,0,0,0
985912806355550208,0,1,1,1,1
986400564320882688,0,1,1,1,1
987713518790209536,1,0,0,0,0
988971252441341952,0,1,1,1,1
990858947388198912,0,1,1,1,1
992949794950860800,0,1,1,1,1
993055810849718272,0,1,1,1,1
993318261692526592,0,1,1,1,1
993928229223260160,0,1,1,1,1
994454854616596480,0,1,1,1,1
995709394007584768,0,1,1,1,1
996960316746616832,0,1,1,1,1
997980435681509376,0,1,1,1,1
1000220209792323584,0,1,1,1,1
1002645871547187200,0,1,1,1,1
1002679021283377152,0,1,1,1,1
1002737994267332608,0,1,1,1,1
1002953474437533696,0,1,1,1,1
1003511388055265280,0,1,1,1,1
1004306392461860864,0,1,1,1,1
1006330008661581824,0,1,1,1,1
1006428952267710464,0,1,1,1,1
1007716546666553344,0,1,1,1,1
1007792494065549312,1,0,0,0,0
1008027614768979968,0,1,1,1,1
1008233473805611008,0,1,1,1,1
1008860415185465344,0,1,1,1,1
1008986730530267136,1,0,0,0,0
1010836835575066624,1,0,0,0,0
1011928403434463232,0,1,1,1,1
1013485753547059200,0,1,1,1,1
1013679998845124608,0,1,1,1,1
1015076963520733184,0,1,1,1,1
1015285964657262592,1,0,0,0,0
1018348734885687296,0,1,1,1,1
1020797163721412608,0,1,1,1,1
