4.624134e+17,1,0,0,0,0
4.624752e+17,0,1,1,1,1
4.628338e+17,0,1,1,1,1
4.634858e+17,0,1,1,1,1
4.642457e+17,0,1,1,1,1
4.652963e+17,0,1,1,1,1
4.652978e+17,0,1,1,1,1
4.654839e+17,0,1,1,1,1
4.655032e+17,0,1,1,1,1
4.667669e+17,0,1,1,1,1
4.679151e+17,0,1,1,1,1
4.679172e+17,0,1,1,1,1
4.684963e+17,0,1,1,1,1
4.692197e+17,0,1,1,1,1
4.692809e+17,0,1,1,1,1
4.698376e+17,1,0,0,0,0
4.699759e+17,0,1,1,1,1
4.699936e+17,0,1,1,1,1
4.702997e+17,0,1,1,1,1
4.704006e+17,0,1,1,1,1
4.705933e+17,0,1,1,1,1
4.706655e+17,0,1,1,1,1
4.709428e+17,0,1,1,1,1
4.709585e+17,1,0,0,0,0
4.715106e+17,0,1,1,1,1
4.721891e+17,0,1,1,1,1
4.722076e+17,0,1,1,1,1
4.724177e+17,0,1,1,1,1
4.725387e+17,0,1,1,1,1
4.725587e+17,0,1,1,1,1
4.728553e+17,1,0,0,0,0
7.427454e+17,0,1,1,1,1
8.896096e+17,1,0,0,0,0
9.411514e+17,0,1,1,1,1
9.437557e+17,0,1,1,1,1
9.438093e+17,0,1,1,1,1
9.441091e+17,0,1,1,1,1
9.446290e+17,0,1,1,1,1
9.718515e+17,0,1,1,1,1
9.740421e+17,1,0,0,0,0
9.772469e+17,0,1,1,1,1
9.808834e+17,0,1,1,1,1
9.820660e+17,0,1,1,1,1
9.930558e+17,0,1,1,1,1
9.931267e+17,0,1,1,1,1
9.944549e+17,0,1,1,1,1
9.944783e+17,0,1,1,1,1
9.952114e+17,0,1,1,1,1
9.956352e+17,0,1,1,1,1
9.979804e+17,0,1,1,1,1
1.002323e+18,0,1,1,1,1
1.002646e+18,0,1,1,1,1
1.002706e+18,0,1,1,1,1
1.002711e+18,1,0,0,0,0
1.002738e+18,0,1,1,1,1
1.002816e+18,0,1,1,1,1
1.003120e+18,0,1,1,1,1
1.003792e+18,0,1,1,1,1
1.004306e+18,0,1,1,1,1
1.004430e+18,0,1,1,1,1
1.005804e+18,0,1,1,1,1
1.006215e+18,1,0,0,0,0
1.006627e+18,0,1,1,1,1
1.007717e+18,0,1,1,1,1
1.007792e+18,1,0,0,0,0
1.007832e+18,0,1,1,1,1
1.008028e+18,0,1,1,1,1
1.008987e+18,1,0,0,0,0
1.010410e+18,0,1,1,1,1
1.010837e+18,1,0,0,0,0
1.013266e+18,0,1,1,1,1
1.013486e+18,0,1,1,1,1
1.013948e+18,0,1,1,1,1
1.014969e+18,0,1,1,1,1
1.018107e+18,1,0,0,0,0
1.018980e+18,0,1,1,1,1
1.019380e+18,0,1,1,1,1
462413413394567168,1,0,0,0,0
462475241495609344,0,1,1,1,1
462833817355821056,0,1,1,1,1
463485810256658432,0,1,1,1,1
464245726542069760,0,1,1,1,1
465296253971349504,0,1,1,1,1
465297787908030464,0,1,1,1,1
465483900547244032,0,1,1,1,1
465503194634657792,0,1,1,1,1
466766892666224640,0,1,1,1,1
467915139367600128,0,1,1,1,1
467917164674961408,0,1,1,1,1
468496308957761536,0,1,1,1,1
469219748031787008,0,1,1,1,1
469280904196939776,0,1,1,1,1
469837635381645312,1,0,0,0,0
469975906363392000,0,1,1,1,1
469993649434918912,0,1,1,1,1
470299658754211840,0,1,1,1,1
470400586933084160,0,1,1,1,1
470593314182672384,0,1,1,1,1
470665450192650240,0,1,1,1,1
470942796644630528,0,1,1,1,1
470958463045353472,1,0,0,0,0
471510582588604416,0,1,1,1,1
472189115442954240,0,1,1,1,1
472207590953582592,0,1,1,1,1
472417742264360960,0,1,1,1,1
472538663956799488,0,1,1,1,1
472558664054616064,0,1,1,1,1
472855286156640256,1,0,0,0,0
742745407374143488,0,1,1,1,1
889609612978159616,1,0,0,0,0
941151440210362368,0,1,1,1,1
943755730879856640,0,1,1,1,1
943809309653262336,0,1,1,1,1
944109059006803968,0,1,1,1,1
944628987409698816,0,1,1,1,1
971851549621346304,0,1,1,1,1
974042074025689088,1,0,0,0,0
977246883390414848,0,1,1,1,1
980883367745921024,0,1,1,1,1
982066045065277440,0,1,1,1,1
993055810849718272,0,1,1,1,1
993126656297451520,0,1,1,1,1
994454854616596480,0,1,1,1,1
994478279917633536,0,1,1,1,1
995211409263874048,0,1,1,1,1
995635246031953920,0,1,1,1,1
997980435681509376,0,1,1,1,1
1002323049012703232,0,1,1,1,1
1002645871547187200,0,1,1,1,1
1002706270225174528,0,1,1,1,1
1002711266614501376,1,0,0,0,0
1002737994267332608,0,1,1,1,1
1002816211992788992,0,1,1,1,1
1003120123375337472,0,1,1,1,1
1003792304493117440,0,1,1,1,1
1004306392461860864,0,1,1,1,1
1004429930568900608,0,1,1,1,1
1005804370200596480,0,1,1,1,1
1006215169968672768,1,0,0,0,0
1006626975618699264,0,1,1,1,1
1007716546666553344,0,1,1,1,1
1007792494065549312,1,0,0,0,0
1007832099221594112,0,1,1,1,1
1008027614768979968,0,1,1,1,1
1008986730530267136,1,0,0,0,0
1010409507191746560,0,1,1,1,1
1010836835575066624,1,0,0,0,0
1013266176590348288,0,1,1,1,1
1013485753547059200,0,1,1,1,1
1013948131430617088,0,1,1,1,1
1014968732098023424,0,1,1,1,1
1018106702548340736,1,0,0,0,0
1018980449794871296,0,1,1,1,1
1019380308674834432,0,1,1,1,1
